CH014	48.427649
CH003	46.952832
CH030	45.452198
CH020	45.006325
CH021	44.508018
CH059	44.391551
CH062	44.359242
CH006	44.336588
CH048	44.033694
CH071	43.864087
CH012	43.798642
CH011	42.845816
CH064	42.666731
CH070	42.530754
CH044	41.951666
CH025	41.537346
CH042	41.321568
CH089	41.138122
CH026	40.803087
CH046	40.713152
CH028	40.681845
CH087	40.183343
CH063	40.083774
CH084	39.262971
CH069	39.217570
CH033	39.043266
CH090	38.665031
CH002	38.563521
CH076	38.503551
CH038	38.483082
CH049	38.256794
CH005	38.122317
CH010	37.787421
CH093	37.707931
CH037	37.597801
CH009	37.419156
CH018	37.269705
CH054	37.053584
CH013	37.048194
CH024	36.764711
CH004	36.585020
CH029	36.475285
CH019	36.440364
CH067	36.113767
CH088	36.031224
CH057	35.807310
CH056	35.173224
CH052	35.039781
CH022	34.959289
CH047	34.911830
CH077	34.873943
CH079	34.849145
CH023	34.689874
CH008	34.612311
CH041	34.505313
CH092	34.322543
CH078	34.188323
CH066	34.039293
CH091	33.997688
CH015	33.174439
CH001	33.113629
CH032	33.070228
CH055	33.019680
CH061	32.894236
CH016	32.518387
CH027	32.119805
CH053	31.675594
CH043	31.559880
CH075	31.517478
CH017	31.491774
CH007	31.403912
CH039	31.300614
CH045	31.160414
CH073	31.127293
CH083	31.012629
CH051	30.964567
CH060	30.745227
CH031	30.662033
CH072	30.650915
CH050	30.577737
CH068	29.161256
CH036	28.967375
CH058	28.262689
CH035	27.693798
CH074	27.638780
CH040	27.521911
CH085	25.856912
CH086	25.074172
CH065	24.024790
CH034	24.007856
CH094	21.649795
