CH028	72.813891
CH019	70.151390
CH013	67.251020
CH014	64.580254
CH078	64.307594
CH079	62.881276
CH021	62.256728
CH109	60.483579
CH032	59.960488
CH050	59.171304
CH020	58.615608
CH108	58.183982
CH118	57.542457
CH110	56.321401
CH077	55.812141
CH022	55.772412
CH091	55.617228
CH092	55.337689
CH018	55.321750
CH048	55.272639
CH002	54.773896
CH106	54.752028
CH076	54.656871
CH070	53.772085
CH089	53.336722
CH086	53.299098
CH012	52.935323
CH033	52.780883
CH095	52.329554
CH064	52.194136
CH003	52.097077
CH056	51.893122
CH017	51.477915
CH069	51.470114
CH029	51.389422
CH063	51.257421
CH024	51.122183
CH027	51.099160
CH039	50.860310
CH023	50.810656
CH004	50.801291
CH065	50.721482
CH057	49.889693
CH062	49.866425
CH005	49.442741
CH114	49.358229
CH009	49.234292
CH117	49.078741
CH016	48.991341
CH107	48.650520
CH007	48.542595
CH080	48.296422
CH041	48.284613
CH060	48.275514
CH084	47.523465
CH035	47.452868
CH047	47.101316
CH112	46.965277
CH006	46.794882
CH044	46.657442
CH120	46.645722
CH088	46.478553
CH011	46.466463
CH010	46.293925
CH049	46.218080
CH067	45.624761
CH061	45.521021
CH081	44.939699
CH097	44.909036
CH046	44.711665
CH102	44.578867
CH055	44.175391
CH015	43.900023
CH116	43.749225
CH031	43.741734
CH008	43.331751
CH030	43.224245
CH090	42.925974
CH082	42.751081
CH001	42.691611
CH096	41.952043
CH073	41.906441
CH085	41.831243
CH038	41.651442
CH093	41.646446
CH087	41.642402
CH119	40.925354
CH043	40.719936
CH098	40.641431
CH075	40.577789
CH099	40.082137
CH051	39.943362
CH071	39.460070
CH111	39.243329
CH037	39.091308
CH042	38.730479
CH101	38.717847
CH034	38.659490
CH115	38.516331
CH100	37.636646
CH058	37.615265
CH083	37.494672
CH068	36.704560
CH059	35.719669
CH054	35.712262
CH074	35.580530
CH040	35.416850
CH026	34.999020
CH066	34.947426
CH025	33.570519
CH053	33.465058
CH113	32.229807
CH094	31.801233
CH052	31.736921
CH072	30.951350
CH036	30.883578
CH045	28.635556
