Channel,MI_Loss,MI_Win,Difference
CH038,0.52822019867957,0.475852739257416,0.0523674594221544
CH039,0.482688173690433,0.484970716503214,-0.00228254281278095
CH040,0.509450714086552,0.466481877764207,0.0429688363223451
CH041,0.465267659651463,0.499131111607165,-0.0338634519557023
CH042,0.486881297660288,0.520641052395035,-0.0337597547347468
CH043,0.510559009690625,0.47065111945075,0.0399078902398743
CH044,0.48524193764246,0.459251460504708,0.0259904771377523
CH045,0.433797483863585,0.458988879612344,-0.025191395748759
CH046,0.469005695570437,0.479486339331597,-0.01048064376116
CH047,0.492737265806622,0.47323697306936,0.0195002927372619
CH048,0.473374354439626,0.490189761514543,-0.0168154070749169
CH049,0.550811919817272,0.529243106976271,0.0215688128410016
CH050,0.48870786142948,0.519727436841138,-0.0310195754116578
CH051,0.548131140990886,0.496719617167007,0.051411523823879
CH052,0.536888235420077,0.502061917902202,0.0348263175178757
CH053,0.523172165201858,0.45663615682151,0.0665360083803484
CH054,0.504054514522722,0.503595034340296,0.000459480182425587
CH055,0.508769446363056,0.481302901301843,0.0274665450612137
CH056,0.500486439193007,0.46578830700834,0.0346981321846669
CH057,0.485463938934006,0.5036511170621,-0.0181871781280943
CH058,0.492644563763207,0.481687414442918,0.0109571493202892
CH059,0.481163041203992,0.51934479814472,-0.0381817569407288
CH060,0.51890152306816,0.522158967129407,-0.00325744406124684
CH061,0.483993002264823,0.49338869580649,-0.00939569354166669
CH062,0.510957904987994,0.50265232329665,0.00830558169134388
CH063,0.506803713173951,0.522091949997561,-0.0152882368236101
CH064,0.516935703422884,0.492871488565523,0.0240642148573614
CH065,0.504211233284131,0.525481857811711,-0.0212706245275804
CH066,0.510247108036632,0.556090213129042,-0.0458431050924093
CH067,0.516490437523885,0.55103565923964,-0.0345452217157551
CH068,0.559597650922647,0.536709364527098,0.0228882863955484
CH069,0.560645527828184,0.524882225113166,0.0357633027150186
CH070,0.444834847158978,0.443525109068371,0.00130973809060686
CH071,0.535722171720329,0.495027145298104,0.0406950264222253
CH072,0.453338083109825,0.470811744273206,-0.0174736611633813
CH073,0.486199539323344,0.483431960887606,0.00276757843573761
CH074,0.523163174940185,0.522185059958353,0.000978114981831757
CH075,0.512780931974797,0.504113138438679,0.00866779353611802
CH076,0.516281856408955,0.523195033148199,-0.00691317673924408
CH077,0.488868491998457,0.552037734250884,-0.0631692422524273
CH078,0.476829763269742,0.475696294869563,0.00113346840017908
CH079,0.458234010257635,0.493489208774573,-0.0352551985169378
CH080,0.510448614949819,0.481190063481974,0.0292585514678457
CH081,0.487691024197709,0.451288114088293,0.0364029101094163
CH082,0.511859779386618,0.486513094866703,0.0253466845199148
CH083,0.447831874934684,0.488415277351751,-0.0405834024170677
CH084,0.521514641512615,0.50368274373945,0.0178318977731649
CH085,0.534905318239649,0.484520323775481,0.0503849944641686
CH086,0.468546008367345,0.503352383155664,-0.034806374788319
CH087,0.477738204246855,0.522619954705064,-0.044881750458209
CH088,0.507458205988092,0.488138910325225,0.0193192956628672
CH089,0.497336809100286,0.508595648714897,-0.0112588396146115
CH090,0.529110200733377,0.505479242276855,0.0236309584565219
CH091,0.49275488456507,0.499083344603766,-0.00632846003869647
CH092,0.480061921779757,0.457493705197221,0.0225682165825364
CH093,0.506456457327063,0.495332445782288,0.011124011544775
CH094,0.538345893340462,0.494350899242241,0.0439949940982218
CH095,0.494996747862901,0.487105714807275,0.00789103305562622
CH096,0.490192407087408,0.49758420964076,-0.00739180255335153
CH097,0.512021131787031,0.503771872847538,0.00824925893949291
CH098,0.514440291326396,0.478996417094715,0.0354438742316808
CH099,0.507136250873245,0.52691781815106,-0.0197815672778149
CH100,0.48716442973186,0.490682121489907,-0.00351769175804723
CH101,0.491966463729174,0.50961275450704,-0.0176462907778661
CH102,0.487817663656841,0.498804756965385,-0.0109870933085441
CH103,0.455432773326331,0.523563175403518,-0.0681304020771873
CH104,0.507849794749266,0.507458771610805,0.00039102313846151
CH105,0.508540359717034,0.51098569206,-0.00244533234296662
CH106,0.53452819565263,0.498660203097095,0.0358679925555344
CH107,0.554150800422235,0.493037160670079,0.0611136397521561
CH108,0.527254371931929,0.484917559667451,0.0423368122644788
CH109,0.534822369298713,0.48780338651273,0.0470189827859834
CH110,0.531037825625853,0.49854919775867,0.0324886278671826
CH111,0.518713712052217,0.478209324503853,0.0405043875483641
CH112,0.507154057744736,0.492165994876382,0.0149880628683536
CH113,0.486429402937421,0.49729555976471,-0.0108661568272888
CH114,0.557593223991518,0.488311983500299,0.0692812404912191
CH115,0.455291416347168,0.503348454586752,-0.0480570382395838
CH116,0.513874173697756,0.503637082963712,0.0102370907340434
CH117,0.519746799239029,0.482479687997057,0.0372671112419711
CH118,0.475018952460397,0.485776758107724,-0.0107578056473268
CH119,0.529468810390159,0.452840682892784,0.0766281274973751
CH120,0.452898384491334,0.493379003057785,-0.0404806185664505
CH123,0.61398510135447,0.556374202398666,0.0576108989558037
CH124,0.501788749005711,0.478627917171347,0.0231608318343642
CH125,0.495244853610526,0.491906702051606,0.00333815155892003
CH126,0.530970969430663,0.487928299895675,0.0430426695349884
CH127,0.551997592545167,0.489156710324612,0.0628408822205556
CH128,0.558465052195575,0.484451094155656,0.0740139580399189
CH129,0.513567533010546,0.465231833135329,0.048335699875217
CH130,0.550700757724109,0.473468742675762,0.077232015048347
CH131,0.473555364043794,0.492969275328887,-0.0194139112850931
CH132,0.492241211256494,0.475323449016312,0.0169177622401818
CH133,0.54090176214288,0.51254750213431,0.0283542600085698
CH134,0.552549383820876,0.488624593810699,0.0639247900101766
CH135,0.482305617726954,0.486847946997459,-0.0045423292705058
CH136,0.482630365729677,0.475584193656961,0.00704617207271652
CH137,0.473878888213906,0.473271344788756,0.000607543425149626
CH138,0.507399975320404,0.472783136410224,0.0346168389101799
CH139,0.510441039559963,0.485672430355376,0.0247686092045867
CH140,0.538290552922183,0.52457159662843,0.0137189562937531
CH141,0.504887462435855,0.508411890507084,-0.00352442807122921
CH142,0.536339518706408,0.48844018303392,0.0478993356724885
CH143,0.506536667005335,0.465567714823777,0.0409689521815578
CH144,0.455599164280198,0.470298620538141,-0.0146994562579428
CH145,0.466292089041663,0.479911118556075,-0.0136190295144116
CH146,0.526416561243443,0.483956195447189,0.0424603657962542
CH147,0.519855270143287,0.54080495087901,-0.0209496807357232
CH148,0.48972644857491,0.518607470783016,-0.0288810222081062
CH149,0.509660548745656,0.506759146568476,0.00290140217718049
CH150,0.575763585630068,0.513687685145023,0.0620759004850451
CH151,0.522133491833718,0.491303915022693,0.0308295768110254
CH152,0.489735455372181,0.481985196787701,0.00775025858448058
CH153,0.53264271281859,0.456403805979672,0.0762389068389188
CH154,0.483130260372137,0.49567032074552,-0.012540060373383
CH155,0.509407641257774,0.513311715733338,-0.00390407447556418
CH156,0.496801895909627,0.498040592372524,-0.00123869646289659
CH157,0.49663290122345,0.484711769719102,0.0119211315043483
CH158,0.50219805500873,0.506977753376705,-0.00477969836797476
CH159,0.524477308680118,0.512943043984772,0.011534264695346
CH160,0.555420051394407,0.508644666966635,0.0467753844277715
CH161,0.510909438787479,0.490947518815138,0.0199619199723404
CH162,0.469095191459174,0.486846304341019,-0.0177511128818451
CH163,0.458389980824323,0.482363915399578,-0.0239739345752552
CH164,0.438364855401876,0.49329390300665,-0.0549290476047732
CH165,0.537949990819737,0.524282014186139,0.0136679766335979
CH166,0.511921631865092,0.460485032244758,0.0514365996203345
CH167,0.497843385350262,0.457811607309816,0.0400317780404457
CH168,0.494768054388924,0.525128149820833,-0.0303600954319085
CH169,0.514674208936575,0.490518971693957,0.024155237242618
CH170,0.49889202644106,0.483990316846459,0.0149017095946011
CH171,0.505836060310275,0.5050345556631,0.000801504647174323
CH172,0.49378721831176,0.511442216488415,-0.0176549981766549
CH173,0.513033961628956,0.498151663190061,0.0148822984388943
CH174,0.511305704961397,0.513058126450191,-0.00175242148879384
CH175,0.524968432134585,0.504408675820534,0.0205597563140513
CH176,0.562132529564669,0.496837116875064,0.0652954126896049
CH177,0.478271340310516,0.478742930332778,-0.000471590022261492
CH178,0.504882108011098,0.479574977720986,0.0253071302901122
CH179,0.504618640724692,0.461620772633943,0.0429978680907488
CH180,0.508931343001148,0.493141562243092,0.0157897807580565
CH181,0.522636774503482,0.489698891708095,0.0329378827953862
CH182,0.541428094317725,0.515155536135556,0.0262725581821689
CH183,0.552292575050364,0.500661474890059,0.0516311001603047
CH184,0.525747534581824,0.493844712599624,0.0319028219822002
CH185,0.52542393032607,0.487028735854115,0.0383951944719546
CH186,0.498924817312233,0.497932312241576,0.00099250507065779
CH187,0.515346080932121,0.519032909458634,-0.00368682852651381
CH188,0.581798512005527,0.496795897491945,0.0850026145135828
CH189,0.266477435304945,0.263511982211192,0.00296545309375312
