CH014	70.239637
CH070	68.128149
CH020	67.529881
CH021	66.918323
CH087	66.903684
CH071	66.824001
CH044	66.507170
CH003	65.163769
CH025	64.483347
CH030	64.463166
CH062	63.484614
CH011	63.129347
CH052	62.850117
CH026	62.580118
CH048	62.465978
CH059	62.280481
CH090	62.249241
CH069	61.525781
CH089	61.375494
CH098	61.095422
CH099	60.764394
CH064	60.747974
CH006	60.548521
CH115	60.291333
CH012	59.603047
CH063	59.565505
CH105	59.556240
CH024	59.229778
CH084	59.197073
CH028	59.141782
CH042	59.044795
CH097	58.924734
CH102	58.880434
CH049	58.642321
CH009	58.330381
CH079	58.225766
CH100	57.651163
CH046	57.622614
CH019	57.530711
CH038	57.301277
CH067	57.086591
CH103	57.083216
CH029	57.042099
CH013	56.849643
CH010	55.832879
CH088	55.798951
CH076	55.716549
CH002	55.671582
CH124	55.647323
CH107	55.590981
CH075	55.561751
CH056	55.389823
CH001	55.327539
CH101	55.145128
CH023	55.061686
CH041	54.850311
CH057	54.615320
CH106	54.612108
CH138	54.563650
CH114	54.381282
CH053	54.227165
CH032	54.056516
CH033	53.382686
CH134	53.344365
CH122	53.278596
CH080	53.169589
CH136	53.143598
CH050	52.770503
CH005	52.678154
CH078	52.582914
CH066	52.331063
CH004	52.025139
CH110	51.836989
CH054	51.475493
CH108	51.438780
CH047	51.376972
CH037	51.347419
CH096	51.107325
CH137	50.887392
CH060	50.745538
CH111	50.684193
CH022	50.670975
CH077	50.463566
CH018	50.444471
CH017	50.342051
CH104	50.210907
CH073	49.934857
CH126	49.759103
CH051	49.607615
CH068	49.202444
CH082	49.177558
CH015	49.068275
CH027	48.768274
CH045	48.571372
CH118	48.475709
CH109	48.435651
CH117	48.392970
CH119	48.353844
CH092	48.303981
CH121	48.285670
CH083	48.271591
CH036	48.248443
CH016	47.925844
CH133	47.798013
CH128	47.790702
CH081	47.573948
CH127	47.540390
CH135	47.353809
CH093	47.185068
CH123	46.909926
CH112	46.657127
CH055	46.213617
CH085	45.508877
CH061	45.475505
CH086	45.407896
CH130	45.123982
CH120	45.028242
CH091	45.016943
CH095	44.868776
CH039	44.381057
CH043	44.304629
CH125	44.274421
CH035	44.233710
CH074	44.194499
CH007	44.103346
CH040	43.973429
CH113	43.510837
CH065	42.785068
CH008	42.055029
CH131	41.208670
CH058	40.952612
CH072	39.603612
CH132	39.014133
CH031	38.746042
CH116	37.934908
CH034	37.616068
CH094	37.368332
CH129	34.595887
