CH083	66.594462
CH110	64.957685
CH014	64.155145
CH065	63.615529
CH080	63.421268
CH092	63.291324
CH037	62.865749
CH100	62.644340
CH072	62.413092
CH126	62.114193
CH013	61.255706
CH081	60.994462
CH082	60.975304
CH089	60.916303
CH137	60.577370
CH073	60.466038
CH103	59.811127
CH084	59.777826
CH056	59.736041
CH104	59.360033
CH112	59.221565
CH002	59.015361
CH085	58.834218
CH059	58.775924
CH124	57.356531
CH011	57.179672
CH088	57.157976
CH102	56.996564
CH035	56.858053
CH061	56.551307
CH105	56.531078
CH058	56.069458
CH028	56.038914
CH119	55.656708
CH078	55.589864
CH134	55.402238
CH003	55.095836
CH090	55.060472
CH055	55.047530
CH001	54.955777
CH111	54.898206
CH020	54.859175
CH012	54.397620
CH068	54.000647
CH032	53.957530
CH060	53.859374
CH101	53.794814
CH048	53.741498
CH133	53.721156
CH021	53.478275
CH016	53.288592
CH070	53.259028
CH062	52.947879
CH127	52.881253
CH066	52.634460
CH057	52.626125
CH051	52.509560
CH121	52.231639
CH071	52.137862
CH113	52.013847
CH043	51.729889
CH098	51.717291
CH023	51.702864
CH044	51.686303
CH079	51.493042
CH074	51.330280
CH107	51.149461
CH010	51.092174
CH033	51.020882
CH039	50.949912
CH131	50.836640
CH130	50.753485
CH096	50.675243
CH132	50.505211
CH067	50.462372
CH027	50.212937
CH006	50.189655
CH034	49.934758
CH030	49.902481
CH063	49.871279
CH004	49.847004
CH022	49.779118
CH086	49.646135
CH091	49.570548
CH116	49.562487
CH040	49.309230
CH094	49.289563
CH050	49.232675
CH005	49.177805
CH117	49.075129
CH049	49.075007
CH029	49.045191
CH077	49.002962
CH041	48.841238
CH038	48.685253
CH138	48.540733
CH008	48.063436
CH026	47.660084
CH052	47.427416
CH076	47.374400
CH097	47.369625
CH122	47.353006
CH125	47.231013
CH108	47.227796
CH018	47.209313
CH129	46.953631
CH015	46.841705
CH118	46.510481
CH024	46.251227
CH007	46.141356
CH064	45.929203
CH025	45.775478
CH042	45.620569
CH009	45.457117
CH045	45.021587
CH069	44.992282
CH135	44.797418
CH120	44.711396
CH075	44.091533
CH109	43.664717
CH053	43.601713
CH046	42.618568
CH087	42.506432
CH054	42.312530
CH099	42.089195
CH031	42.041701
CH114	41.995682
CH106	41.991684
CH128	41.892787
CH017	41.872856
CH115	41.824027
CH093	41.754431
CH136	41.501690
CH123	41.180113
CH047	41.069853
CH095	40.629180
CH036	38.196719
CH019	37.082402
