CH053	48.677750
CH036	46.277169
CH092	45.930618
CH110	45.768149
CH119	45.633325
CH051	45.548667
CH067	45.443319
CH088	45.234343
CH120	45.210794
CH128	44.763005
CH094	44.718140
CH129	44.142901
CH124	44.097662
CH003	43.697749
CH023	43.695208
CH093	43.603461
CH024	43.524412
CH122	43.467288
CH065	43.350353
CH086	43.190524
CH002	43.101918
CH047	42.908700
CH135	42.772450
CH049	42.744557
CH020	42.381257
CH121	42.258062
CH011	42.128739
CH123	42.062138
CH032	42.029875
CH039	41.933785
CH066	41.799629
CH041	41.721665
CH006	41.618967
CH132	41.566864
CH022	41.545122
CH102	41.505102
CH050	41.410008
CH097	41.260610
CH068	41.239260
CH015	41.179869
CH133	41.155046
CH019	41.040264
CH117	40.700441
CH073	40.587760
CH001	40.578025
CH138	40.531170
CH096	40.308808
CH017	40.216397
CH076	40.049719
CH108	40.023026
CH037	39.951398
CH005	39.932993
CH009	39.811589
CH013	39.774192
CH091	39.696069
CH103	39.573171
CH028	39.501982
CH130	39.364267
CH064	39.114200
CH089	39.026026
CH134	38.515145
CH027	38.329722
CH125	38.285856
CH099	38.089351
CH021	38.068489
CH054	37.870757
CH074	37.704306
CH055	37.471527
CH042	37.403482
CH004	37.278122
CH016	36.899602
CH084	36.882598
CH029	36.552278
CH127	36.473691
CH008	36.457110
CH061	35.800845
CH126	35.742913
CH112	35.679873
CH095	35.452483
CH136	35.428699
CH060	35.391680
CH040	35.328706
CH033	35.177897
CH071	35.054514
CH038	34.913020
CH100	34.772741
CH031	34.757983
CH083	34.694858
CH070	34.655547
CH087	34.630888
CH069	33.869488
CH137	33.720611
CH048	33.560432
CH035	33.487933
CH014	33.342356
CH109	33.271913
CH079	33.213460
CH018	32.898699
CH080	32.838829
CH075	32.822111
CH105	31.790551
CH107	31.748906
CH007	31.218621
CH082	31.128496
CH115	31.118021
CH034	30.906060
CH062	30.886204
CH052	30.814424
CH131	30.653565
CH010	30.558436
CH025	30.482038
CH104	30.478785
CH056	30.335593
CH111	30.270122
CH026	30.145622
CH113	29.724464
CH058	29.689606
CH101	29.319091
CH059	29.175408
CH045	28.976815
CH044	28.961266
CH090	28.633024
CH057	28.428990
CH114	28.367909
CH030	27.331137
CH046	27.273482
CH085	27.076652
CH012	26.160709
CH072	25.677390
CH081	25.624930
CH118	25.168697
CH077	24.871620
CH078	24.559987
CH063	24.002933
CH043	21.162165
CH106	20.697545
CH116	20.568466
CH098	16.566760
