Estimate,SE,tStat,pValue
-0.2296451750648,0.740825254431034,-0.309985618998871,0.756571892451612
-0.414576140344978,0.608673715417348,-0.681113920059316,0.495799409731633
-0.79558469303486,0.602430477959677,-1.32062490551501,0.18662646427166
1.10285882207366,0.633472651465207,1.74097306256674,0.0816883004091175
0.846948949351368,0.589382079841276,1.43701170822747,0.150714666757861
-0.653725604162303,0.56311369395061,-1.16091228323004,0.245677573089931
-0.589432374112236,0.613052607687069,-0.961471114748295,0.336315342370555
-1.56827509963424,0.622857233470851,-2.51787250008333,0.0118066051354023
-0.0380806535091551,0.640995987281385,-0.0594085677051803,0.952626689072532
1.31829045252369,0.621417687285951,2.12142409122814,0.0338861296778398
-0.843890788189934,0.650456544383405,-1.29738227015595,0.194499689828959
0.520317939683639,0.572475194023319,0.908891677955297,0.363407307059715
-0.343576561319258,0.612482495646609,-0.560957355942944,0.57482660838551
0.430247503376958,0.620992153605286,0.692838872245126,0.4884106744994
-0.0343869447670791,0.602154733144777,-0.0571064925247568,0.954460364578714
-0.599670402720559,0.625820690221944,-0.958214408839517,0.337954652951505
-0.743195776853038,0.60241248448334,-1.23369916128222,0.217315026578421
-0.0286162190342634,0.553537704838289,-0.0516969644238117,0.958770156046127
0.860628324607335,0.617091298258515,1.39465315267952,0.163120458308478
-1.30902356833517,0.608430081888794,-2.15147739617258,0.0314385380686816
0.399033232290791,0.55476099191797,0.719288555078858,0.471963146162629
1.54533839784187,0.590692444511184,2.61614722213129,0.00889282052403827
2.06266751486165,0.604815626723406,3.41040711205854,0.000648659752475315
-0.421606494883294,0.620173550347264,-0.67982018041114,0.496618327081012
0.612726061343671,0.607588710371247,1.00845531012136,0.31323593166113
-0.992583799986387,0.632138465672795,-1.57019997023906,0.116368596492111
0.247699852227067,0.560443117552593,0.441971440935435,0.65850987228882
0.741936311431315,0.601722955749581,1.23301978816325,0.217568381497923
0.69458655889047,0.651740104183046,1.06574162681171,0.286540454788762
-0.950535660676527,0.616779072437049,-1.54112826318948,0.123285572393259
0.398126621579489,0.586576400236325,0.678729354640057,0.497309362992202
0.199399373066067,0.555764935371026,0.358783651820259,0.719756943489839
