Estimate,SE,tStat,pValue
1.05517371654991,0.883057251880705,1.19490974600191,0.23212229465753
1.35131036655716,0.71268560621118,1.89608202379879,0.0579491992204723
-0.295617943290073,0.655538716359223,-0.450954208977766,0.652022552249768
0.302231561741295,0.679264765050106,0.444939259758307,0.65636364981353
0.296804183808897,0.705995652257777,0.420405115611853,0.674189531658448
1.76379805203903,0.807943471189576,2.18307111194562,0.0290305735741524
-0.768303642637611,0.723510001340209,-1.06191157166373,0.288275831324415
-0.796875769168808,0.677593787588084,-1.17603759622017,0.239579852761926
-0.723785062154769,0.661595060279887,-1.09400010007416,0.273954934320199
-0.670570323892431,0.694922126129174,-0.964957509163816,0.334566094707245
-0.919719002652486,0.688645071816064,-1.33554865967028,0.181696840522933
1.08942585595741,0.747872639942644,1.45669970764135,0.145199290530056
1.82763069090006,0.762973885698301,2.39540399109119,0.0166020615370117
-1.72596161698034,0.792870618559874,-2.17685152732141,0.0294916470530208
-0.92141001490359,0.702198165963355,-1.31217946666023,0.189459588252131
-0.616245903866599,0.704643017300413,-0.874550501085675,0.381818530653355
-0.240128748168658,0.710487259760953,-0.337977556767803,0.735380100726405
2.21171705580422,0.735526517133926,3.00698479834889,0.00263852957198392
-1.34740570153393,0.718640068045729,-1.87493818038572,0.0608012287055111
0.00363190363524333,0.692615090831649,0.0052437546962518,0.995816108261285
-0.684789767635389,0.654393462144401,-1.04644958614253,0.295353509226436
-0.0962531490431807,0.719235654384925,-0.133826998781775,0.893539377289389
0.0946940655956418,0.660993554456337,0.143260195136891,0.886084691185382
-0.30923836834071,0.671367401828324,-0.460609745868754,0.645078618156126
0.509790666769709,0.738469035839267,0.690334519158727,0.48998384480215
-1.7875108661641,0.72383806748574,-2.46948999570172,0.0135305801903737
-0.475111037655522,0.665684573432145,-0.713717962857301,0.475401596648774
-0.7587055391557,0.707193773441561,-1.07283967654785,0.283343055488415
0.411905136095576,0.704626842566807,0.584572019134401,0.558835526548592
0.532336572576615,0.75276850960569,0.70717168131204,0.479459794620814
-0.981218728999322,0.694078828277501,-1.41369926444006,0.15745022142403
1.80166693643087,0.768522997126466,2.34432403866554,0.0190616025593512
