Channel,MI_Loss,MI_Win,Difference
CH110,0.502503273231729,0.532190519833566,-0.0296872466018376
CH111,0.355824816069295,0.51066093607186,-0.154836120002565
CH112,0.525590216331308,0.508434000417841,0.0171562159134669
CH113,0.41811578699723,0.55470121106518,-0.13658542406795
CH114,0.374838063276042,0.604350553478001,-0.229512490201959
CH115,0.50317151284623,0.388482116714123,0.114689396132107
CH116,0.500644749772891,0.585509507341303,-0.0848647575684118
CH117,0.412099775013396,0.53024541446668,-0.118145639453284
CH118,0.490455019921427,0.428878883987432,0.0615761359339952
CH119,0.442713914091348,0.476164768582942,-0.0334508544915937
CH120,0.379207411063743,0.389234468592294,-0.010027057528551
CH121,0.616898956487862,0.469535625170926,0.147363331316937
CH122,0.465747917952618,0.496088845364384,-0.0303409274117657
CH123,0.528561601539342,0.529270973896491,-0.000709372357148852
CH124,0.478766670030916,0.458044048510891,0.0207226215200256
CH125,0.377365594394106,0.336978582877237,0.0403870115168696
CH126,0.446198539420489,0.404575539279501,0.0416230001409876
CH127,0.437027005705775,0.467867811765001,-0.0308408060592262
CH128,0.480653345156793,0.512860996433028,-0.032207651276235
CH129,0.449814222515788,0.475463917703837,-0.0256496951880489
CH130,0.54732615337979,0.426003405581653,0.121322747798136
CH131,0.543260669363406,0.406424823624129,0.136835845739278
CH132,0.519757001465708,0.610881656162925,-0.0911246546972164
CH133,0.363025302792071,0.493416902386383,-0.130391599594311
CH134,0.397471731133112,0.487606417519432,-0.0901346863863196
CH135,0.304709765347713,0.342153568840233,-0.0374438034925196
CH136,0.487374799426873,0.386613639197543,0.10076116022933
CH137,0.589798059535745,0.408783674115597,0.181014385420147
CH138,0.401663243674781,0.477901214698004,-0.0762379710232226
CH139,0.371758373451754,0.447512362670019,-0.0757539892182645
CH140,0.459623310486992,0.505334636243081,-0.0457113257560893
CH141,0.576816825083629,0.5611847482087,0.0156320768749285
CH142,0.415001113004726,0.482676655540101,-0.0676755425353751
CH143,0.211939574380435,0.509513649350895,-0.29757407497046
CH144,0.369033993339569,0.546182709167572,-0.177148715828003
CH145,0.572286497215101,0.412267282736383,0.160019214478718
CH146,0.436325791731633,0.515615140265499,-0.0792893485338663
CH147,0.427732075206693,0.468768344926636,-0.0410362697199435
CH148,0.470612054785698,0.551374423398717,-0.0807623686130191
CH149,0.521069636174607,0.490248984420233,0.0308206517543739
CH150,0.447610599263188,0.476026312538747,-0.0284157132755596
CH151,0.425240455559976,0.565733712422134,-0.140493256862159
CH152,0.443675619498954,0.481079990584917,-0.0374043710859633
CH153,0.385157611499151,0.615207464357695,-0.230049852858544
CH154,0.44884714434935,0.546294094885706,-0.0974469505363565
CH155,0.605277457556102,0.619352548590499,-0.0140750910343973
CH156,0.480768332170869,0.561576673038969,-0.0808083408680998
CH157,0.496015261094119,0.591216917262114,-0.0952016561679953
CH158,0.435279296665608,0.608166655286684,-0.172887358621075
CH159,0.471146221044293,0.518300988415703,-0.0471547673714105
CH160,0.428346976807256,0.551094961462296,-0.12274798465504
CH161,0.383570199115763,0.511389834239139,-0.127819635123376
CH162,0.533752692412973,0.452610665999636,0.0811420264133363
CH163,0.547464607232916,0.461553667187008,0.0859109400459083
CH164,0.496469326370921,0.493739826893133,0.00272949947778861
CH165,0.323182785531489,0.497502279059322,-0.174319493527833
CH166,0.407786189772967,0.478512656743554,-0.0707264669705877
CH167,0.569497568312341,0.506944261046077,0.0625533072662644
CH168,0.419337280709437,0.513661995533647,-0.0943247148242102
CH169,0.511653542425779,0.434744501940679,0.0769090404850999
CH170,0.440869372300653,0.516940217753803,-0.0760708454531493
CH171,0.467508860637352,0.56220893829337,-0.0947000776560182
CH172,0.439550993141755,0.50403512663909,-0.0644841334973345
CH173,0.523818189798482,0.554772498927796,-0.0309543091293136
CH174,0.39783055643444,0.469375684575591,-0.071545128141151
CH175,0.376824882532825,0.504989268243896,-0.128164385711071
CH176,0.453868799369922,0.520782945001558,-0.0669141456316357
CH177,0.494999113646487,0.542938365413314,-0.0479392517668261
CH178,0.442155301394918,0.524710979145762,-0.0825556777508437
CH179,0.327189822328311,0.516253666057274,-0.189063843728963
CH180,0.478257876564705,0.53739342741487,-0.0591355508501645
CH181,0.532611270028203,0.544150097979635,-0.0115388279514328
CH182,0.677679780399278,0.451147532681982,0.226532247717296
CH183,0.476268026957307,0.577736999049858,-0.101468972092551
CH184,0.470618692945663,0.460531725338504,0.0100869676071593
CH185,0.467460009215721,0.495643785993894,-0.0281837767781729
CH186,0.416010430524801,0.500447675895459,-0.0844372453706582
CH187,0.616848632585868,0.433465080779675,0.183383551806193
CH188,0.512118687280719,0.397039590916412,0.115079096364307
CH189,0.653619355845357,0.437033916575026,0.216585439270331
CH190,0.509170391545514,0.604302704984918,-0.0951323134394038
CH191,0.527678593525299,0.5496744262308,-0.0219958327055008
CH192,0.598969294105076,0.547660686599111,0.0513086075059649
CH193,0.68872977293507,0.549524869881629,0.139204903053441
CH194,0.684065501756321,0.664938054529672,0.0191274472266489
CH195,0.585467633862083,0.545920921390722,0.0395467124713611
CH196,0.346143144608739,0.622586871550573,-0.276443726941834
CH197,0.544116021486354,0.527677641570638,0.0164383799157162
CH198,0.442915430959149,0.430119786567603,0.0127956443915463
CH199,0.421582433606583,0.413362176428627,0.00822025717795666
CH200,0.417991465591537,0.597247967546879,-0.179256501955342
CH201,0.665268108211788,0.5606131692332,0.104654938978588
CH202,0.587358134361536,0.547203438660181,0.0401546957013553
CH203,0.595869007884158,0.544890228582332,0.0509787793018265
CH204,0.496276737665032,0.539486919023851,-0.0432101813588195
CH205,0.447320131115426,0.533996346570376,-0.0866762154549499
CH206,0.464075944635436,0.599541367058349,-0.135465422422914
CH207,0.4770925324605,0.677701955687596,-0.200609423227096
CH208,0.543536759013859,0.751476203682122,-0.207939444668263
CH209,0.358174369176995,0.37576023427659,-0.0175858650995948
CH210,0.354540431156113,0.510257552220455,-0.155717121064342
CH211,0.476412241343314,0.594722638272743,-0.118310396929429
CH212,0.544530790821622,0.534349278405752,0.0101815124158696
CH213,0.411538035191223,0.599292875177139,-0.187754839985916
CH214,0.559126470401361,0.552138127036132,0.00698834336522991
CH215,0.616218944002642,0.510719814105362,0.105499129897279
CH216,0.515489931842234,0.609372268021195,-0.0938823361789607
CH217,0.61114099723603,0.433425434120568,0.177715563115462
CH218,0.546234092101127,0.40449646968395,0.141737622417177
CH219,0.471523308698285,0.402441954023839,0.0690813546744458
CH220,0.454809399104282,0.407187400904733,0.0476219981995494
CH221,0.425990607172272,0.442792442867963,-0.0168018356956912
CH222,0.445441132803355,0.469887363609281,-0.024446230805926
CH223,0.677303233008875,0.467206355247139,0.210096877761735
